precision,auc,n_features,features
0.2422145328719723,0.6277940241576605,26,"['player_height', 'player_weight', 'player_class', 'usage_overall', 'stats_passing_pct', 'win_rate', 'is_power_5', 'class_risk_factor', 'win_rate_class_risk_factor', 'is_not_same_coach_next_season', 'yoy_win_rate', 'yoy_stats_passing_pct', 'yoy_usage_overall', 'team_coach_encoded', 'team_name_encoded', 'team_conference_ACC', 'team_conference_American Athletic', 'team_conference_Big 12', 'team_conference_Big Ten', 'team_conference_Conference USA', 'team_conference_FBS Independents', 'team_conference_Mid-American', 'team_conference_Mountain West', 'team_conference_Pac-12', 'team_conference_SEC', 'team_conference_Sun Belt']"
0.2675438596491228,0.6462682771773681,22,"['usage_overall' 'win_rate_class_risk_factor' 'yoy_usage_overall'
 'is_power_5' 'team_conference_Conference USA' 'team_conference_Sun Belt'
 'team_conference_Big 12' 'player_weight' 'class_risk_factor'
 'team_conference_ACC' 'team_conference_Pac-12' 'yoy_stats_passing_pct'
 'team_conference_Big Ten' 'team_conference_FBS Independents'
 'player_class' 'player_height' 'team_name_encoded'
 'team_conference_American Athletic' 'team_coach_encoded' 'win_rate'
 'team_conference_SEC' 'team_conference_Mountain West']"
0.2265193370165746,0.6095104895104895,12,"['player_weight' 'win_rate' 'usage_overall' 'player_class'
 'stats_passing_pct' 'team_conference_Conference USA' 'team_name_encoded'
 'team_conference_SEC' 'team_conference_American Athletic'
 'team_conference_Mid-American' 'win_rate_class_risk_factor'
 'team_conference_Sun Belt']"
0.19148936170212766,0.5653083280356008,15,"['player_weight' 'team_conference_Big Ten' 'win_rate'
 'team_conference_Mid-American' 'yoy_usage_overall'
 'team_conference_Conference USA' 'team_conference_Sun Belt'
 'win_rate_class_risk_factor' 'team_conference_Big 12'
 'team_conference_Pac-12' 'yoy_stats_passing_pct'
 'is_not_same_coach_next_season' 'stats_passing_pct' 'team_conference_SEC'
 'team_conference_ACC']"
0.25735294117647056,0.6279338842975206,23,"['team_conference_Big Ten' 'player_height' 'team_conference_Sun Belt'
 'is_not_same_coach_next_season' 'class_risk_factor'
 'team_conference_American Athletic' 'yoy_usage_overall'
 'team_conference_Big 12' 'player_weight' 'win_rate_class_risk_factor'
 'yoy_win_rate' 'yoy_stats_passing_pct' 'team_conference_FBS Independents'
 'player_class' 'usage_overall' 'team_conference_ACC' 'team_name_encoded'
 'is_power_5' 'team_conference_SEC' 'team_conference_Mid-American'
 'team_conference_Mountain West' 'team_conference_Conference USA'
 'team_conference_Pac-12']"
0.26492537313432835,0.6446280991735537,21,"['team_conference_Pac-12' 'team_conference_Big 12' 'player_height'
 'yoy_win_rate' 'team_conference_Big Ten' 'win_rate' 'team_coach_encoded'
 'is_not_same_coach_next_season' 'class_risk_factor'
 'team_conference_FBS Independents' 'team_conference_ACC' 'usage_overall'
 'win_rate_class_risk_factor' 'team_conference_Mid-American'
 'player_weight' 'team_conference_American Athletic' 'team_name_encoded'
 'yoy_usage_overall' 'team_conference_SEC' 'player_class' 'is_power_5']"
0.2140921409214092,0.5993006993006993,21,"['team_conference_Sun Belt' 'is_power_5' 'yoy_usage_overall'
 'yoy_win_rate' 'team_conference_Big Ten' 'team_name_encoded'
 'team_conference_Mountain West' 'player_weight' 'player_height'
 'team_conference_ACC' 'stats_passing_pct' 'team_conference_SEC'
 'team_conference_Big 12' 'team_conference_Pac-12'
 'team_conference_Mid-American' 'team_conference_American Athletic'
 'yoy_stats_passing_pct' 'win_rate_class_risk_factor' 'win_rate'
 'is_not_same_coach_next_season' 'team_conference_FBS Independents']"
0.20679886685552407,0.5655944055944055,15,"['team_conference_Pac-12' 'team_conference_Big 12' 'team_coach_encoded'
 'win_rate_class_risk_factor' 'team_conference_SEC'
 'yoy_stats_passing_pct' 'yoy_win_rate' 'team_conference_Sun Belt'
 'team_conference_Mid-American' 'yoy_usage_overall' 'player_weight'
 'is_not_same_coach_next_season' 'team_conference_ACC' 'stats_passing_pct'
 'team_conference_Conference USA']"
0.20833333333333334,0.5721932612841705,8,"['is_power_5' 'class_risk_factor' 'player_class' 'team_conference_Big Ten'
 'team_name_encoded' 'stats_passing_pct'
 'team_conference_FBS Independents' 'team_conference_Pac-12']"
0.2,0.5960839160839161,10,"['team_conference_Big 12' 'team_conference_Big Ten'
 'team_conference_Conference USA' 'is_not_same_coach_next_season'
 'yoy_win_rate' 'team_conference_Pac-12' 'win_rate_class_risk_factor'
 'team_name_encoded' 'player_weight' 'team_conference_FBS Independents']"
