team,season,wins,losses,_id
Louisiana,2016,6,7,67127c950f4ebd8209417104
Louisiana,2017,5,7,67127c950f4ebd8209417105
Louisiana,2018,7,7,67127c950f4ebd8209417106
Louisiana,2019,11,3,67127c950f4ebd8209417107
Louisiana,2020,10,1,67127c950f4ebd8209417108
Louisiana,2021,13,1,67127c950f4ebd8209417109
Louisiana,2022,6,7,67127c950f4ebd820941710a
Louisiana,2023,6,7,67127c950f4ebd820941710b
Louisiana,2024,0,0,67127c950f4ebd820941710c
Bowling Green,2016,4,8,67127c950f4ebd820941710d
Bowling Green,2017,2,10,67127c950f4ebd820941710e
Bowling Green,2018,3,9,67127c950f4ebd820941710f
Bowling Green,2019,3,9,67127c950f4ebd8209417110
Bowling Green,2020,0,5,67127c950f4ebd8209417111
Bowling Green,2021,4,8,67127c950f4ebd8209417112
Bowling Green,2022,6,7,67127c950f4ebd8209417113
Bowling Green,2023,7,6,67127c950f4ebd8209417114
Bowling Green,2024,0,0,67127c950f4ebd8209417115
Georgia Tech,2016,9,4,67127c950f4ebd8209417116
Georgia Tech,2017,5,6,67127c950f4ebd8209417117
Georgia Tech,2018,7,6,67127c950f4ebd8209417118
Georgia Tech,2019,3,9,67127c950f4ebd8209417119
Georgia Tech,2020,3,7,67127c950f4ebd820941711a
Georgia Tech,2021,3,9,67127c950f4ebd820941711b
Georgia Tech,2022,5,7,67127c950f4ebd820941711c
Georgia Tech,2023,7,6,67127c950f4ebd820941711d
Georgia Tech,2024,0,0,67127c950f4ebd820941711e
Tennessee,2016,9,4,67127c950f4ebd820941711f
Tennessee,2017,4,8,67127c950f4ebd8209417120
Tennessee,2018,5,7,67127c950f4ebd8209417121
Tennessee,2019,8,5,67127c950f4ebd8209417122
Tennessee,2020,3,7,67127c950f4ebd8209417123
Tennessee,2021,7,6,67127c950f4ebd8209417124
Tennessee,2022,11,2,67127c950f4ebd8209417125
Tennessee,2023,9,4,67127c950f4ebd8209417126
Tennessee,2024,0,0,67127c950f4ebd8209417127
South Alabama,2016,6,7,67127c950f4ebd8209417128
South Alabama,2017,4,8,67127c950f4ebd8209417129
South Alabama,2018,3,9,67127c950f4ebd820941712a
South Alabama,2019,2,10,67127c950f4ebd820941712b
South Alabama,2020,4,7,67127c950f4ebd820941712c
South Alabama,2021,5,7,67127c950f4ebd820941712d
South Alabama,2022,10,3,67127c950f4ebd820941712e
South Alabama,2023,7,6,67127c950f4ebd820941712f
South Alabama,2024,0,0,67127c950f4ebd8209417130
Notre Dame,2016,4,8,67127c950f4ebd8209417131
Notre Dame,2017,10,3,67127c950f4ebd8209417132
Notre Dame,2018,12,1,67127c950f4ebd8209417133
Notre Dame,2019,11,2,67127c950f4ebd8209417134
Notre Dame,2020,10,2,67127c950f4ebd8209417135
Notre Dame,2021,11,2,67127c950f4ebd8209417136
Notre Dame,2022,9,4,67127c950f4ebd8209417137
Notre Dame,2023,10,3,67127c950f4ebd8209417138
Notre Dame,2024,0,0,67127c950f4ebd8209417139
Texas Tech,2016,5,7,67127c950f4ebd820941713a
Texas Tech,2017,6,7,67127c950f4ebd820941713b
Texas Tech,2018,5,7,67127c950f4ebd820941713c
Texas Tech,2019,4,8,67127c950f4ebd820941713d
Texas Tech,2020,4,6,67127c950f4ebd820941713e
Texas Tech,2021,7,6,67127c950f4ebd820941713f
Texas Tech,2022,8,5,67127c950f4ebd8209417140
Texas Tech,2023,7,6,67127c950f4ebd8209417141
Texas Tech,2024,0,0,67127c950f4ebd8209417142
UTEP,2016,4,8,67127c950f4ebd8209417143
UTEP,2017,0,12,67127c950f4ebd8209417144
UTEP,2018,1,11,67127c950f4ebd8209417145
UTEP,2019,1,11,67127c950f4ebd8209417146
UTEP,2020,3,5,67127c950f4ebd8209417147
UTEP,2021,7,6,67127c950f4ebd8209417148
UTEP,2022,5,7,67127c950f4ebd8209417149
UTEP,2023,3,9,67127c950f4ebd820941714a
UTEP,2024,0,0,67127c950f4ebd820941714b
Charlotte,2016,4,8,67127c950f4ebd820941714c
Charlotte,2017,1,11,67127c950f4ebd820941714d
Charlotte,2018,5,7,67127c950f4ebd820941714e
Charlotte,2019,7,6,67127c950f4ebd820941714f
Charlotte,2020,2,4,67127c950f4ebd8209417150
Charlotte,2021,5,7,67127c950f4ebd8209417151
Charlotte,2022,3,9,67127c950f4ebd8209417152
Charlotte,2023,3,9,67127c950f4ebd8209417153
Charlotte,2024,0,0,67127c950f4ebd8209417154
Georgia State,2016,2,9,67127c950f4ebd8209417155
Georgia State,2017,7,5,67127c950f4ebd8209417156
Georgia State,2018,2,10,67127c950f4ebd8209417157
Georgia State,2019,7,6,67127c950f4ebd8209417158
Georgia State,2020,6,4,67127c950f4ebd8209417159
Georgia State,2021,8,5,67127c950f4ebd820941715a
Georgia State,2022,4,8,67127c950f4ebd820941715b
Georgia State,2023,7,6,67127c950f4ebd820941715c
Georgia State,2024,0,0,67127c950f4ebd820941715d
Washington State,2016,8,5,67127c950f4ebd820941715e
Washington State,2017,9,4,67127c950f4ebd820941715f
Washington State,2018,11,2,67127c950f4ebd8209417160
Washington State,2019,6,7,67127c950f4ebd8209417161
Washington State,2020,1,3,67127c950f4ebd8209417162
Washington State,2021,7,6,67127c950f4ebd8209417163
Washington State,2022,7,6,67127c950f4ebd8209417164
Washington State,2023,5,7,67127c950f4ebd8209417165
Washington State,2024,0,0,67127c950f4ebd8209417166
Buffalo,2016,2,10,67127c950f4ebd8209417167
Buffalo,2017,6,6,67127c950f4ebd8209417168
Buffalo,2018,10,4,67127c950f4ebd8209417169
Buffalo,2019,8,5,67127c950f4ebd820941716a
Buffalo,2020,6,1,67127c950f4ebd820941716b
Buffalo,2021,4,8,67127c950f4ebd820941716c
Buffalo,2022,7,6,67127c950f4ebd820941716d
Buffalo,2023,3,9,67127c950f4ebd820941716e
Buffalo,2024,0,0,67127c950f4ebd820941716f
North Texas,2016,5,8,67127c950f4ebd8209417170
North Texas,2017,9,5,67127c950f4ebd8209417171
North Texas,2018,9,4,67127c950f4ebd8209417172
North Texas,2019,4,8,67127c950f4ebd8209417173
North Texas,2020,4,6,67127c950f4ebd8209417174
North Texas,2021,6,7,67127c950f4ebd8209417175
North Texas,2022,7,7,67127c950f4ebd8209417176
North Texas,2023,5,7,67127c950f4ebd8209417177
North Texas,2024,0,0,67127c950f4ebd8209417178
San Diego State,2016,11,3,67127c950f4ebd8209417179
San Diego State,2017,10,3,67127c950f4ebd820941717a
San Diego State,2018,7,6,67127c950f4ebd820941717b
San Diego State,2019,10,3,67127c950f4ebd820941717c
San Diego State,2020,4,4,67127c950f4ebd820941717d
San Diego State,2021,12,2,67127c950f4ebd820941717e
San Diego State,2022,7,6,67127c950f4ebd820941717f
San Diego State,2023,4,8,67127c950f4ebd8209417180
San Diego State,2024,0,0,67127c950f4ebd8209417181
Colorado,2016,10,4,67127c950f4ebd8209417182
Colorado,2017,5,7,67127c950f4ebd8209417183
Colorado,2018,5,7,67127c950f4ebd8209417184
Colorado,2019,5,7,67127c950f4ebd8209417185
Colorado,2020,4,2,67127c950f4ebd8209417186
Colorado,2021,4,8,67127c950f4ebd8209417187
Colorado,2022,1,11,67127c950f4ebd8209417188
Colorado,2023,4,8,67127c950f4ebd8209417189
Colorado,2024,0,0,67127c950f4ebd820941718a
Auburn,2016,8,5,67127c950f4ebd820941718b
Auburn,2017,10,4,67127c950f4ebd820941718c
Auburn,2018,8,5,67127c950f4ebd820941718d
Auburn,2019,9,4,67127c950f4ebd820941718e
Auburn,2020,6,5,67127c950f4ebd820941718f
Auburn,2021,6,7,67127c950f4ebd8209417190
Auburn,2022,5,7,67127c950f4ebd8209417191
Auburn,2023,6,7,67127c950f4ebd8209417192
Auburn,2024,0,0,67127c950f4ebd8209417193
Miami (OH),2016,6,7,67127c950f4ebd8209417194
Miami (OH),2017,5,7,67127c950f4ebd8209417195
Miami (OH),2018,6,6,67127c950f4ebd8209417196
Miami (OH),2019,8,6,67127c950f4ebd8209417197
Miami (OH),2020,2,1,67127c950f4ebd8209417198
Miami (OH),2021,7,6,67127c950f4ebd8209417199
Miami (OH),2022,6,7,67127c950f4ebd820941719a
Miami (OH),2023,11,3,67127c950f4ebd820941719b
Miami (OH),2024,0,0,67127c950f4ebd820941719c
New Mexico State,2016,3,9,67127c950f4ebd820941719d
New Mexico State,2017,7,6,67127c950f4ebd820941719e
New Mexico State,2018,3,9,67127c950f4ebd820941719f
New Mexico State,2019,2,10,67127c950f4ebd82094171a0
New Mexico State,2020,1,1,67127c950f4ebd82094171a1
New Mexico State,2021,2,10,67127c950f4ebd82094171a2
New Mexico State,2022,7,6,67127c950f4ebd82094171a3
New Mexico State,2023,10,5,67127c950f4ebd82094171a4
New Mexico State,2024,0,0,67127c950f4ebd82094171a5
Vanderbilt,2016,6,7,67127c950f4ebd82094171a6
Vanderbilt,2017,5,7,67127c950f4ebd82094171a7
Vanderbilt,2018,6,7,67127c950f4ebd82094171a8
Vanderbilt,2019,3,9,67127c950f4ebd82094171a9
Vanderbilt,2020,0,9,67127c950f4ebd82094171aa
Vanderbilt,2021,2,10,67127c950f4ebd82094171ab
Vanderbilt,2022,5,7,67127c950f4ebd82094171ac
Vanderbilt,2023,2,10,67127c950f4ebd82094171ad
Vanderbilt,2024,0,0,67127c950f4ebd82094171ae
Florida,2016,9,4,67127c950f4ebd82094171af
Florida,2017,4,7,67127c950f4ebd82094171b0
Florida,2018,10,3,67127c950f4ebd82094171b1
Florida,2019,11,2,67127c950f4ebd82094171b2
Florida,2020,8,4,67127c950f4ebd82094171b3
Florida,2021,6,6,67127c950f4ebd82094171b4
Florida,2022,6,7,67127c950f4ebd82094171b5
Florida,2023,5,7,67127c950f4ebd82094171b6
Florida,2024,0,0,67127c950f4ebd82094171b7
Virginia,2016,2,10,67127c950f4ebd82094171b8
Virginia,2017,6,7,67127c950f4ebd82094171b9
Virginia,2018,8,5,67127c950f4ebd82094171ba
Virginia,2019,9,5,67127c950f4ebd82094171bb
Virginia,2020,5,5,67127c950f4ebd82094171bc
Virginia,2021,6,6,67127c950f4ebd82094171bd
Virginia,2022,3,7,67127c950f4ebd82094171be
Virginia,2023,3,9,67127c950f4ebd82094171bf
Virginia,2024,0,0,67127c950f4ebd82094171c0
Ohio State,2016,11,2,67127c950f4ebd82094171c1
Ohio State,2017,12,2,67127c950f4ebd82094171c2
Ohio State,2018,13,1,67127c950f4ebd82094171c3
Ohio State,2019,13,1,67127c950f4ebd82094171c4
Ohio State,2020,7,1,67127c950f4ebd82094171c5
Ohio State,2021,11,2,67127c950f4ebd82094171c6
Ohio State,2022,11,2,67127c950f4ebd82094171c7
Ohio State,2023,11,2,67127c950f4ebd82094171c8
Ohio State,2024,0,0,67127c950f4ebd82094171c9
LSU,2016,8,4,67127c950f4ebd82094171ca
LSU,2017,9,4,67127c950f4ebd82094171cb
LSU,2018,10,3,67127c950f4ebd82094171cc
LSU,2019,15,0,67127c950f4ebd82094171cd
LSU,2020,5,5,67127c950f4ebd82094171ce
LSU,2021,6,7,67127c950f4ebd82094171cf
LSU,2022,10,4,67127c950f4ebd82094171d0
LSU,2023,10,3,67127c950f4ebd82094171d1
LSU,2024,0,0,67127c950f4ebd82094171d2
Army,2016,8,5,67127c950f4ebd82094171d3
Army,2017,10,3,67127c950f4ebd82094171d4
Army,2018,11,2,67127c950f4ebd82094171d5
Army,2019,5,8,67127c950f4ebd82094171d6
Army,2020,9,3,67127c950f4ebd82094171d7
Army,2021,9,4,67127c950f4ebd82094171d8
Army,2022,6,6,67127c950f4ebd82094171d9
Army,2023,6,6,67127c950f4ebd82094171da
Army,2024,0,0,67127c950f4ebd82094171db
Tulsa,2016,10,3,67127c950f4ebd82094171dc
Tulsa,2017,2,10,67127c950f4ebd82094171dd
Tulsa,2018,3,9,67127c950f4ebd82094171de
Tulsa,2019,4,8,67127c950f4ebd82094171df
Tulsa,2020,6,3,67127c950f4ebd82094171e0
Tulsa,2021,7,6,67127c950f4ebd82094171e1
Tulsa,2022,5,7,67127c950f4ebd82094171e2
Tulsa,2023,4,8,67127c950f4ebd82094171e3
Tulsa,2024,0,0,67127c950f4ebd82094171e4
East Carolina,2016,3,9,67127c950f4ebd82094171e5
East Carolina,2017,3,9,67127c950f4ebd82094171e6
East Carolina,2018,3,9,67127c950f4ebd82094171e7
East Carolina,2019,4,8,67127c950f4ebd82094171e8
East Carolina,2020,3,6,67127c950f4ebd82094171e9
East Carolina,2021,7,5,67127c950f4ebd82094171ea
East Carolina,2022,8,5,67127c950f4ebd82094171eb
East Carolina,2023,2,10,67127c950f4ebd82094171ec
East Carolina,2024,0,0,67127c950f4ebd82094171ed
UCLA,2016,4,8,67127c950f4ebd82094171ee
UCLA,2017,6,7,67127c950f4ebd82094171ef
UCLA,2018,3,9,67127c950f4ebd82094171f0
UCLA,2019,4,8,67127c950f4ebd82094171f1
UCLA,2020,3,4,67127c950f4ebd82094171f2
UCLA,2021,8,4,67127c950f4ebd82094171f3
UCLA,2022,9,4,67127c950f4ebd82094171f4
UCLA,2023,8,5,67127c950f4ebd82094171f5
UCLA,2024,0,0,67127c950f4ebd82094171f6
SMU,2016,5,7,67127c950f4ebd82094171f7
SMU,2017,7,6,67127c950f4ebd82094171f8
SMU,2018,5,7,67127c950f4ebd82094171f9
SMU,2019,10,3,67127c950f4ebd82094171fa
SMU,2020,7,3,67127c950f4ebd82094171fb
SMU,2021,8,4,67127c950f4ebd82094171fc
SMU,2022,7,6,67127c950f4ebd82094171fd
SMU,2023,11,3,67127c950f4ebd82094171fe
SMU,2024,0,0,67127c950f4ebd82094171ff
Mississippi State,2016,6,7,67127c950f4ebd8209417200
Mississippi State,2017,9,4,67127c950f4ebd8209417201
Mississippi State,2018,8,5,67127c950f4ebd8209417202
Mississippi State,2019,6,7,67127c950f4ebd8209417203
Mississippi State,2020,4,7,67127c950f4ebd8209417204
Mississippi State,2021,7,6,67127c950f4ebd8209417205
Mississippi State,2022,9,4,67127c950f4ebd8209417206
Mississippi State,2023,5,7,67127c950f4ebd8209417207
Mississippi State,2024,0,0,67127c950f4ebd8209417208
South Carolina,2016,6,7,67127c950f4ebd8209417209
South Carolina,2017,9,4,67127c950f4ebd820941720a
South Carolina,2018,7,6,67127c950f4ebd820941720b
South Carolina,2019,4,8,67127c950f4ebd820941720c
South Carolina,2020,2,8,67127c950f4ebd820941720d
South Carolina,2021,7,6,67127c950f4ebd820941720e
South Carolina,2022,8,5,67127c950f4ebd820941720f
South Carolina,2023,5,7,67127c950f4ebd8209417210
South Carolina,2024,0,0,67127c950f4ebd8209417211
Pittsburgh,2016,8,5,67127c950f4ebd8209417212
Pittsburgh,2017,5,7,67127c950f4ebd8209417213
Pittsburgh,2018,7,7,67127c950f4ebd8209417214
Pittsburgh,2019,8,5,67127c950f4ebd8209417215
Pittsburgh,2020,6,5,67127c950f4ebd8209417216
Pittsburgh,2021,11,3,67127c950f4ebd8209417217
Pittsburgh,2022,9,4,67127c950f4ebd8209417218
Pittsburgh,2023,3,9,67127c950f4ebd8209417219
Pittsburgh,2024,0,0,67127c950f4ebd820941721a
Ball State,2016,4,8,67127c950f4ebd820941721b
Ball State,2017,2,10,67127c950f4ebd820941721c
Ball State,2018,4,8,67127c950f4ebd820941721d
Ball State,2019,5,7,67127c950f4ebd820941721e
Ball State,2020,7,1,67127c950f4ebd820941721f
Ball State,2021,6,7,67127c950f4ebd8209417220
Ball State,2022,5,7,67127c950f4ebd8209417221
Ball State,2023,4,8,67127c950f4ebd8209417222
Ball State,2024,0,0,67127c950f4ebd8209417223
Navy,2016,9,5,67127c950f4ebd8209417224
Navy,2017,7,6,67127c950f4ebd8209417225
Navy,2018,3,10,67127c950f4ebd8209417226
Navy,2019,11,2,67127c950f4ebd8209417227
Navy,2020,3,7,67127c950f4ebd8209417228
Navy,2021,4,8,67127c950f4ebd8209417229
Navy,2022,4,8,67127c950f4ebd820941722a
Navy,2023,5,7,67127c950f4ebd820941722b
Navy,2024,0,0,67127c950f4ebd820941722c
Memphis,2016,8,5,67127c950f4ebd820941722d
Memphis,2017,10,3,67127c950f4ebd820941722e
Memphis,2018,8,6,67127c950f4ebd820941722f
Memphis,2019,12,2,67127c950f4ebd8209417230
Memphis,2020,8,3,67127c950f4ebd8209417231
Memphis,2021,6,6,67127c950f4ebd8209417232
Memphis,2022,7,6,67127c950f4ebd8209417233
Memphis,2023,10,3,67127c950f4ebd8209417234
Memphis,2024,0,0,67127c950f4ebd8209417235
Missouri,2016,4,8,67127c950f4ebd8209417236
Missouri,2017,7,6,67127c950f4ebd8209417237
Missouri,2018,8,5,67127c950f4ebd8209417238
Missouri,2019,6,6,67127c950f4ebd8209417239
Missouri,2020,5,5,67127c950f4ebd820941723a
Missouri,2021,6,7,67127c950f4ebd820941723b
Missouri,2022,6,7,67127c950f4ebd820941723c
Missouri,2023,11,2,67127c950f4ebd820941723d
Missouri,2024,0,0,67127c950f4ebd820941723e
Florida Atlantic,2016,3,9,67127c950f4ebd820941723f
Florida Atlantic,2017,11,3,67127c950f4ebd8209417240
Florida Atlantic,2018,5,7,67127c950f4ebd8209417241
Florida Atlantic,2019,11,3,67127c950f4ebd8209417242
Florida Atlantic,2020,5,4,67127c950f4ebd8209417243
Florida Atlantic,2021,5,7,67127c950f4ebd8209417244
Florida Atlantic,2022,5,7,67127c950f4ebd8209417245
Florida Atlantic,2023,4,8,67127c950f4ebd8209417246
Florida Atlantic,2024,0,0,67127c950f4ebd8209417247
TCU,2016,6,7,67127c950f4ebd8209417248
TCU,2017,11,3,67127c950f4ebd8209417249
TCU,2018,7,6,67127c950f4ebd820941724a
TCU,2019,5,7,67127c950f4ebd820941724b
TCU,2020,6,4,67127c950f4ebd820941724c
TCU,2021,5,7,67127c950f4ebd820941724d
TCU,2022,13,2,67127c950f4ebd820941724e
TCU,2023,5,7,67127c950f4ebd820941724f
TCU,2024,0,0,67127c950f4ebd8209417250
Washington,2016,12,2,67127c950f4ebd8209417251
Washington,2017,10,3,67127c950f4ebd8209417252
Washington,2018,10,4,67127c950f4ebd8209417253
Washington,2019,8,5,67127c950f4ebd8209417254
Washington,2020,3,1,67127c950f4ebd8209417255
Washington,2021,4,8,67127c950f4ebd8209417256
Washington,2022,11,2,67127c950f4ebd8209417257
Washington,2023,14,1,67127c950f4ebd8209417258
Washington,2024,0,0,67127c950f4ebd8209417259
Louisville,2016,9,4,67127c950f4ebd820941725a
Louisville,2017,8,5,67127c950f4ebd820941725b
Louisville,2018,0,2,67127c950f4ebd820941725c
Louisville,2019,8,5,67127c950f4ebd820941725d
Louisville,2020,4,7,67127c950f4ebd820941725e
Louisville,2021,6,7,67127c950f4ebd820941725f
Louisville,2022,8,5,67127c950f4ebd8209417260
Louisville,2023,10,4,67127c950f4ebd8209417261
Louisville,2024,0,0,67127c950f4ebd8209417262
Idaho,2016,9,4,67127c950f4ebd8209417263
Idaho,2017,4,8,67127c950f4ebd8209417264
Nevada,2016,5,7,67127c950f4ebd8209417265
Nevada,2017,3,9,67127c950f4ebd8209417266
Nevada,2018,8,5,67127c950f4ebd8209417267
Nevada,2019,7,6,67127c950f4ebd8209417268
Nevada,2020,7,2,67127c950f4ebd8209417269
Nevada,2021,8,5,67127c950f4ebd820941726a
Nevada,2022,2,10,67127c950f4ebd820941726b
Nevada,2023,2,10,67127c950f4ebd820941726c
Nevada,2024,0,0,67127c950f4ebd820941726d
Temple,2016,10,3,67127c950f4ebd820941726e
Temple,2017,7,6,67127c950f4ebd820941726f
Temple,2018,8,5,67127c950f4ebd8209417270
Temple,2019,8,5,67127c950f4ebd8209417271
Temple,2020,1,6,67127c950f4ebd8209417272
Temple,2021,3,9,67127c950f4ebd8209417273
Temple,2022,3,9,67127c950f4ebd8209417274
Temple,2023,3,9,67127c950f4ebd8209417275
Temple,2024,0,0,67127c950f4ebd8209417276
Miami,2016,9,4,67127c950f4ebd8209417277
Miami,2017,10,3,67127c950f4ebd8209417278
Miami,2018,7,6,67127c950f4ebd8209417279
Miami,2019,6,7,67127c950f4ebd820941727a
Miami,2020,8,3,67127c950f4ebd820941727b
Miami,2021,7,5,67127c950f4ebd820941727c
Miami,2022,5,7,67127c950f4ebd820941727d
Miami,2023,7,6,67127c950f4ebd820941727e
Miami,2024,0,0,67127c950f4ebd820941727f
Nebraska,2016,9,4,67127c950f4ebd8209417280
Nebraska,2017,4,8,67127c950f4ebd8209417281
Nebraska,2018,4,8,67127c950f4ebd8209417282
Nebraska,2019,5,7,67127c950f4ebd8209417283
Nebraska,2020,3,5,67127c950f4ebd8209417284
Nebraska,2021,3,9,67127c950f4ebd8209417285
Nebraska,2022,4,8,67127c950f4ebd8209417286
Nebraska,2023,5,7,67127c950f4ebd8209417287
Nebraska,2024,0,0,67127c950f4ebd8209417288
Arizona,2016,3,9,67127c950f4ebd8209417289
Arizona,2017,7,6,67127c950f4ebd820941728a
Arizona,2018,5,7,67127c950f4ebd820941728b
Arizona,2019,4,8,67127c950f4ebd820941728c
Arizona,2020,0,5,67127c950f4ebd820941728d
Arizona,2021,1,11,67127c950f4ebd820941728e
Arizona,2022,5,7,67127c950f4ebd820941728f
Arizona,2023,10,3,67127c950f4ebd8209417290
Arizona,2024,0,0,67127c950f4ebd8209417291
Hawai'i,2016,7,7,67127c950f4ebd8209417292
Hawai'i,2017,3,9,67127c950f4ebd8209417293
Hawai'i,2018,8,6,67127c950f4ebd8209417294
Hawai'i,2019,10,5,67127c950f4ebd8209417295
Hawai'i,2020,5,4,67127c950f4ebd8209417296
Hawai'i,2021,6,7,67127c950f4ebd8209417297
Hawai'i,2022,3,10,67127c950f4ebd8209417298
Hawai'i,2023,5,8,67127c950f4ebd8209417299
Hawai'i,2024,0,0,67127c950f4ebd820941729a
Alabama,2016,14,1,67127c950f4ebd820941729b
Alabama,2017,13,1,67127c950f4ebd820941729c
Alabama,2018,14,1,67127c950f4ebd820941729d
Alabama,2019,11,2,67127c950f4ebd820941729e
Alabama,2020,13,0,67127c950f4ebd820941729f
Alabama,2021,13,2,67127c950f4ebd82094172a0
Alabama,2022,11,2,67127c950f4ebd82094172a1
Alabama,2023,12,2,67127c950f4ebd82094172a2
Alabama,2024,0,0,67127c950f4ebd82094172a3
UNLV,2016,4,8,67127c950f4ebd82094172a4
UNLV,2017,5,7,67127c950f4ebd82094172a5
UNLV,2018,4,8,67127c950f4ebd82094172a6
UNLV,2019,4,8,67127c950f4ebd82094172a7
UNLV,2020,0,6,67127c950f4ebd82094172a8
UNLV,2021,2,10,67127c950f4ebd82094172a9
UNLV,2022,5,7,67127c950f4ebd82094172aa
UNLV,2023,9,5,67127c950f4ebd82094172ab
UNLV,2024,0,0,67127c950f4ebd82094172ac
App State,2016,10,3,67127c950f4ebd82094172ad
App State,2017,9,4,67127c950f4ebd82094172ae
App State,2018,11,2,67127c950f4ebd82094172af
App State,2019,13,1,67127c950f4ebd82094172b0
App State,2020,9,3,67127c950f4ebd82094172b1
App State,2021,10,4,67127c950f4ebd82094172b2
App State,2022,6,6,67127c950f4ebd82094172b3
App State,2023,9,5,67127c950f4ebd82094172b4
App State,2024,0,0,67127c950f4ebd82094172b5
Stanford,2016,10,3,67127c950f4ebd82094172b6
Stanford,2017,9,5,67127c950f4ebd82094172b7
Stanford,2018,9,4,67127c950f4ebd82094172b8
Stanford,2019,4,8,67127c950f4ebd82094172b9
Stanford,2020,4,2,67127c950f4ebd82094172ba
Stanford,2021,3,9,67127c950f4ebd82094172bb
Stanford,2022,3,9,67127c950f4ebd82094172bc
Stanford,2023,3,9,67127c950f4ebd82094172bd
Stanford,2024,0,0,67127c950f4ebd82094172be
BYU,2016,9,4,67127c950f4ebd82094172bf
BYU,2017,4,9,67127c950f4ebd82094172c0
BYU,2018,7,6,67127c950f4ebd82094172c1
BYU,2019,7,6,67127c950f4ebd82094172c2
BYU,2020,11,1,67127c950f4ebd82094172c3
BYU,2021,10,3,67127c950f4ebd82094172c4
BYU,2022,8,5,67127c950f4ebd82094172c5
BYU,2023,5,7,67127c950f4ebd82094172c6
BYU,2024,0,0,67127c950f4ebd82094172c7
Georgia,2016,8,5,67127c950f4ebd82094172c8
Georgia,2017,13,2,67127c950f4ebd82094172c9
Georgia,2018,11,3,67127c950f4ebd82094172ca
Georgia,2019,12,2,67127c950f4ebd82094172cb
Georgia,2020,8,2,67127c950f4ebd82094172cc
Georgia,2021,14,1,67127c950f4ebd82094172cd
Georgia,2022,15,0,67127c950f4ebd82094172ce
Georgia,2023,13,1,67127c950f4ebd82094172cf
Georgia,2024,0,0,67127c950f4ebd82094172d0
Illinois,2016,3,9,67127c950f4ebd82094172d1
Illinois,2017,2,10,67127c950f4ebd82094172d2
Illinois,2018,4,8,67127c950f4ebd82094172d3
Illinois,2019,6,7,67127c950f4ebd82094172d4
Illinois,2020,2,6,67127c950f4ebd82094172d5
Illinois,2021,5,7,67127c950f4ebd82094172d6
Illinois,2022,8,5,67127c950f4ebd82094172d7
Illinois,2023,5,7,67127c950f4ebd82094172d8
Illinois,2024,0,0,67127c950f4ebd82094172d9
Kansas State,2016,9,4,67127c950f4ebd82094172da
Kansas State,2017,8,5,67127c950f4ebd82094172db
Kansas State,2018,5,7,67127c950f4ebd82094172dc
Kansas State,2019,8,5,67127c950f4ebd82094172dd
Kansas State,2020,4,6,67127c950f4ebd82094172de
Kansas State,2021,8,5,67127c950f4ebd82094172df
Kansas State,2022,10,4,67127c950f4ebd82094172e0
Kansas State,2023,9,4,67127c950f4ebd82094172e1
Kansas State,2024,0,0,67127c950f4ebd82094172e2
Ohio,2016,8,6,67127c950f4ebd82094172e3
Ohio,2017,9,4,67127c950f4ebd82094172e4
Ohio,2018,9,4,67127c950f4ebd82094172e5
Ohio,2019,7,6,67127c950f4ebd82094172e6
Ohio,2020,2,1,67127c950f4ebd82094172e7
Ohio,2021,3,9,67127c950f4ebd82094172e8
Ohio,2022,10,4,67127c950f4ebd82094172e9
Ohio,2023,10,3,67127c950f4ebd82094172ea
Ohio,2024,0,0,67127c950f4ebd82094172eb
Middle Tennessee,2016,8,5,67127c950f4ebd82094172ec
Middle Tennessee,2017,7,6,67127c950f4ebd82094172ed
Middle Tennessee,2018,8,6,67127c950f4ebd82094172ee
Middle Tennessee,2019,4,8,67127c950f4ebd82094172ef
Middle Tennessee,2020,3,6,67127c950f4ebd82094172f0
Middle Tennessee,2021,7,6,67127c950f4ebd82094172f1
Middle Tennessee,2022,8,5,67127c950f4ebd82094172f2
Middle Tennessee,2023,4,8,67127c950f4ebd82094172f3
Middle Tennessee,2024,0,0,67127c950f4ebd82094172f4
Oklahoma,2016,11,2,67127c950f4ebd82094172f5
Oklahoma,2017,12,2,67127c950f4ebd82094172f6
Oklahoma,2018,12,2,67127c950f4ebd82094172f7
Oklahoma,2019,12,2,67127c950f4ebd82094172f8
Oklahoma,2020,9,2,67127c950f4ebd82094172f9
Oklahoma,2021,11,2,67127c950f4ebd82094172fa
Oklahoma,2022,6,7,67127c950f4ebd82094172fb
Oklahoma,2023,10,3,67127c950f4ebd82094172fc
Oklahoma,2024,0,0,67127c950f4ebd82094172fd
Kentucky,2016,7,6,67127c950f4ebd82094172fe
Kentucky,2017,7,6,67127c950f4ebd82094172ff
Kentucky,2018,10,3,67127c950f4ebd8209417300
Kentucky,2019,8,5,67127c950f4ebd8209417301
Kentucky,2020,5,6,67127c950f4ebd8209417302
Kentucky,2021,10,3,67127c950f4ebd8209417303
Kentucky,2022,7,6,67127c950f4ebd8209417304
Kentucky,2023,7,6,67127c950f4ebd8209417305
Kentucky,2024,0,0,67127c950f4ebd8209417306
Texas,2016,5,7,67127c950f4ebd8209417307
Texas,2017,7,6,67127c950f4ebd8209417308
Texas,2018,10,4,67127c950f4ebd8209417309
Texas,2019,8,5,67127c950f4ebd820941730a
