player_height,player_weight,player_class,usage_overall,stats_passing_pct,win_rate,is_power_5,class_risk_factor,win_rate_class_risk_factor,is_not_same_coach_next_season,yoy_win_rate,yoy_stats_passing_pct,yoy_usage_overall,team_coach_encoded,team_name_encoded,team_conference_ACC,team_conference_American Athletic,team_conference_Big 12,team_conference_Big Ten,team_conference_Conference USA,team_conference_FBS Independents,team_conference_Mid-American,team_conference_Mountain West,team_conference_Pac-12,team_conference_SEC,team_conference_Sun Belt
75.0,220.0,4.0,0.1417,0.505,0.2272727272727272,0.0,0.1307,0.0297045454545454,1.0,-0.2342657342657343,-0.2219999999999999,0.1181,13.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79.0,229.0,4.0,0.202,0.615,0.0833333333333333,1.0,0.1307,0.0108916666666666,1.0,-999.0,-999.0,-999.0,82.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79.0,229.0,4.0,0.287,0.628,0.1666666666666666,1.0,0.1307,0.0217833333333333,0.0,0.0833333333333333,0.013,0.0849999999999999,121.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79.0,229.0,4.0,-999.0,0.62,0.4166666666666667,1.0,0.1307,0.0544583333333333,0.0,0.25,-0.008,-999.287,121.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74.0,203.0,4.0,0.0151,0.667,0.25,0.0,0.1307,0.032675,0.0,-999.0,-999.0,-999.0,73.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74.0,203.0,4.0,0.0838,0.667,0.5384615384615384,0.0,0.1307,0.070376923076923,0.0,0.2884615384615384,0.0,0.0687,73.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,203.0,4.0,0.0144,0.231,0.25,0.0,0.1307,0.032675,0.0,-0.2884615384615384,-0.436,-0.0694,73.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74.0,215.0,4.0,0.5146,0.571,0.4615384615384615,0.0,0.1307,0.0603230769230769,0.0,-999.0,-999.0,-999.0,117.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74.0,215.0,4.0,0.2975,0.571,0.3333333333333333,0.0,0.1307,0.0435666666666666,1.0,-0.1282051282051282,0.0,-0.2170999999999999,117.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,200.0,4.0,-999.0,0.0,0.75,1.0,0.1307,0.098025,1.0,-999.0,-999.0,-999.0,114.0,126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,228.0,4.0,-999.0,0.0,0.5714285714285714,0.0,0.1307,0.0746857142857142,0.0,-999.0,-999.0,-999.0,47.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76.0,228.0,4.0,0.1213,0.541,0.6153846153846154,0.0,0.1307,0.0804307692307692,0.0,0.043956043956044,0.541,999.1213,47.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76.0,228.0,4.0,-999.0,0.0,0.5,0.0,0.1307,0.06535,0.0,-0.1153846153846154,-0.541,-999.1213,47.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
74.0,215.0,4.0,0.3812,0.573,0.3333333333333333,0.0,0.1307,0.0435666666666666,1.0,-999.0,-999.0,-999.0,244.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
